Time,Voltage(V),Battery_Status(%),Temperature(C),Pressure(Pa),GPS_Altitude(m),Arduino_Altitude(m),Calculated_Altitude(m),Accel_X(m/s^2),Accel_Y(m/s^2),Accel_Z(m/s^2),Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Quat_I,Quat_J,Quat_K,Quat_Real,Latitude,Longitude
02:52:12,2.519355,79,24.42947,1001.335,100.209,99.67998,64420.52947842202,0.722656,0.371094,9.640625,0.001953,0,-0.001953,-47,4.75,-33,-0.010437,-0.034302,-0.666321,0.744812,35.7680228,-78.6728915
02:52:13,2.496774,78,24.44632,1001.339,100.209,99.63988,64424.09343481848,0.605469,0.296875,9.757813,0.001953,-0.001953,-0.001953,-46,3.0625,-35.875,-0.010498,-0.034363,-0.666199,0.744934,35.7680228,-78.6728915
02:52:13,2.522581,80,24.44604,1001.337,100.209,99.65916,64424.07470060182,0.644531,0.257813,9.757813,0.001953,0,-0.001953,-46,3.0625,-35.875,-0.010498,-0.034363,-0.666199,0.744934,35.7680228,-78.6728915
02:52:13,2.451613,76,24.43518,1001.337,100.209,99.66069,64421.7237101409,0.683594,0.296875,9.796875,0,-0.001953,0,-45.5625,4,-32.4375,-0.010498,-0.034363,-0.666199,0.744934,35.7680228,-78.6728915
02:52:13,2.512903,79,24.44604,1001.337,100.209,99.65916,64424.07470060182,0.605469,0.296875,9.800781,0.001953,0.001953,0.001953,-45.5625,4,-32.4375,-0.010498,-0.034363,-0.666199,0.744934,35.7680228,-78.6728915
02:52:14,2.480645,77,24.43204,1001.337,100.209,99.66323,64421.04395783452,0.605469,0.335938,9.796875,0,0,0,-46.25,2.9375,-33.3125,-0.010376,-0.034546,-0.666016,0.745056,35.7680228,-78.6728915
02:52:14,2.506452,79,24.43433,1001.336,100.209,99.66526,64421.560640271586,0.644531,0.296875,9.761719,0.001953,0,-0.001953,-46.1875,3.625,-32.0625,-0.010315,-0.034485,-0.666077,0.744995,35.7680228,-78.6728915
02:52:15,2.545161,81,24.44432,1001.334,100.209,99.68303,64423.765172927204,0.605469,0.335938,9.796875,-0.007813,0.001953,-0.001953,-46.1875,3.625,-32.0625,-0.010498,-0.034424,-0.666016,0.745056,35.7680228,-78.6728915
02:52:15,2.5,78,24.44147,1001.335,100.209,99.67439,64423.12725962562,0.605469,0.257813,9.828125,-0.001953,-0.003906,0.001953,-46.1875,3.625,-32.0625,-0.010498,-0.034424,-0.666016,0.745056,35.7680228,-78.6728915
02:52:15,2.470968,77,24.42976,1001.335,100.209,99.67693,64420.592258134435,0.683594,0.257813,9.757813,-0.003906,-0.001953,0.001953,-47,4.75,-33.4375,-0.010986,-0.034424,-0.666199,0.744934,35.7680228,-78.6728915
02:52:16,2.470968,77,24.43633,1001.335,100.209,99.67795,64422.01454334341,0.261719,2.863281,9.257813,0.947266,0.117188,0.300781,-44.5625,-1.3125,-37.375,0.060852,-0.079224,-0.661255,0.743469,35.7680228,-78.6728915
02:52:16,2.548387,81,24.47286,1001.33,100.209,99.71603,64430.0273339094,-3.53125,4.929688,8.535156,0.267578,0.158203,-0.130859,-44.5625,-1.3125,-37.375,0.060852,-0.079224,-0.661255,0.743469,35.7680228,-78.6728915
02:52:16,2.474194,77,24.46516,1001.328,100.209,99.73684,64428.402305332806,-3.53125,4.929688,8.535156,-0.132813,0.203125,-0.173828,-44.5625,-1.3125,-37.375,0.308533,-0.070068,-0.673462,0.668091,35.7680228,-78.6728915
02:52:17,2.512903,79,24.47258,1001.326,100.209,99.75055,64430.05048858037,-5.40625,4.355469,6.460938,0.128906,0.441406,-0.037109,-13,-27.8125,-45.125,0.408142,0.014465,-0.661987,0.628479,35.7680228,-78.6728915
02:52:17,2.467742,77,24.48,1001.32,100.209,99.8003,64431.78244636617,-5.636719,4.777344,7.113281,-0.152344,-0.453125,0.013672,-16.4375,-23.9375,-47.1875,0.360962,0.005859,-0.67688,0.641479,35.7680228,-78.6728915
02:52:17,2.487097,78,24.48656,1001.327,100.209,99.74648,64433.05596909882,-5.636719,4.777344,7.113281,-0.359375,-0.455078,0.134766,-16.4375,-23.9375,-47.1875,0.300476,-0.030273,-0.68866,0.65918,35.7680228,-78.6728915
02:52:18,2.480645,77,24.48343,1001.33,100.209,99.71907,64432.31554990504,-2.648438,3.820313,8.917969,-1.148438,-0.673828,-0.123047,-34.75,-15.375,-44.9375,0.211426,-0.062195,-0.68988,0.689575,35.7680228,-78.6728915
02:52:18,2.441936,75,24.47514,1001.335,100.209,99.67338,64430.41620071936,0.339844,1.136719,9.523438,-0.210938,-0.652344,0.230469,-47,-1.6875,-35.75,0.024475,-0.054932,-0.694946,0.716553,35.7680228,-78.6728915
02:52:19,2.480645,77,24.4723,1001.334,100.209,99.68658,64429.822334735734,0.605469,0.640625,9.757813,0.070313,0.009766,-0.005859,-47.75,0,-35,0.008972,-0.048706,-0.688171,0.723816,35.7680228,-78.6728915
02:52:19,2.519355,79,24.46859,1001.337,100.209,99.65612,64428.95636127344,0.644531,0.640625,9.679688,-0.001953,0,0,-47,0,-34.5625,0.008606,-0.048279,-0.687927,0.724121,35.7680228,-78.6728915
02:52:20,2.474194,77,24.46059,1001.341,100.209,99.6282,64427.14074306931,0.605469,0.640625,9.757813,-0.001953,0,0.001953,-46.9375,-1.0625,-34.0625,0.007446,-0.047302,-0.688354,0.723816,35.7680228,-78.6728915
