Time,Voltage(V),Battery_Status(%),Temperature(C),Pressure(Pa),GPS_Altitude(m),Arduino_Altitude(m),Calculated_Altitude(m),Accel_X(m/s^2),Accel_Y(m/s^2),Accel_Z(m/s^2),Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Quat_I,Quat_J,Quat_K,Quat_Real,Latitude,Longitude
14:37:35,2.774194,93,21.44886,1015.628,3.212,-19.78245,63481.48631549769,6.71875,6.796875,0.636719,-0.275391,0.576172,1.746094,-16.5,-34.0625,-37.625,0.655334,-0.040894,0.493225,0.570618,35.1749259,-76.8289512
14:37:36,2.745161,91,21.33839,1015.654,3.189,-19.99624,63457.151999703776,5.148438,6.492188,1.707031,-0.275391,0.576172,1.746094,-16.5,-34.0625,-37.625,0.655334,-0.040894,0.493225,0.570618,35.174926,-76.8289511
14:37:37,2.729032,91,21.30214,1015.628,3.176,-19.77642,63449.87043052037,6.910156,6.035156,2.054688,1.169922,2.279297,0.324219,-16.5,-34.0625,-37.625,0.624084,0.043152,0.631592,0.457947,35.1749262,-76.828951
14:37:38,2.8,94,21.31754,1015.63,3.15,-19.7965,63453.148144524326,7.566406,5.730469,1.515625,-0.019531,0.191406,-0.474609,-26.5625,-21.9375,-40.6875,0.597595,-0.247009,0.385437,0.658264,35.174926,-76.8289507
14:37:40,2.741935,91,21.31355,1015.631,2.983,-19.80754,63452.26798865401,7.488281,5.613281,2.894531,0.111328,0.214844,0.027344,-23.3125,-22.0625,-47.0625,0.574707,-0.233154,0.384094,0.684021,35.1749265,-76.8289516
14:37:41,2.751613,92,21.2242,1015.651,2.936,-19.97316,63432.60713048365,6.90625,6.113281,1.09375,0.005859,-0.138672,-0.017578,-24.5625,-23.875,-43.875,0.612122,-0.222839,0.39679,0.646729,35.174926,-76.8289525
14:37:42,2.722581,90,21.15598,1015.587,2.975,-19.43615,63419.21009731098,4.765625,-13.42578,10.67188,0.425781,0.15625,0.181641,-9.9375,14.375,-56.3125,0.612122,-0.222839,0.39679,0.646729,35.1749254,-76.8289554
14:37:43,2.741935,91,21.37036,1015.714,2.936,-20.49608,63462.81842483774,2.503906,-8.898438,3.777344,-2.736328,-0.009766,2.722656,-7.125,19.25,-53.1875,0.612122,-0.222839,0.39679,0.646729,35.1749247,-76.8289567
14:37:44,2.793548,94,21.5916,1015.717,2.893,-20.51616,63510.429726475646,1.894531,-9.632813,4.390625,0.044922,-0.298828,-0.208984,-7.125,19.25,-53.1875,0.612122,-0.222839,0.39679,0.646729,35.1749234,-76.8289592
14:37:45,2.777419,93,21.5976,1015.718,2.842,-20.52519,63511.70220563125,1.894531,-9.632813,4.390625,-0.03125,-0.001953,-0.099609,-7.125,19.25,-53.1875,0.612122,-0.222839,0.39679,0.646729,35.174922,-76.8289581
14:37:46,2.735484,91,21.32668,1015.72,2.851,-20.54125,63453.28408922022,9.136719,-0.707031,3.011719,0.039063,-0.041016,-0.169922,-35.4375,13.25,-38.5625,0.220642,-0.535034,0.346619,0.73822,35.1749224,-76.8289572
14:37:47,2.796774,94,21.73005,1015.724,2.881,-20.57838,63540.119902501436,11.54688,-0.554688,3.546875,0.265625,0.292969,-0.566406,-31.0625,9,-44.6875,0.306885,-0.460144,0.502136,0.664795,35.1749222,-76.8289584
14:37:48,2.751613,92,22.02295,1015.72,2.904,-20.54326,63603.315046214164,7.367188,-4.691406,3.585938,0.380859,0.34375,-0.652344,-31.0625,9,-44.6875,0.306885,-0.460144,0.502136,0.664795,35.1749217,-76.8289593
14:37:49,2.751613,92,21.74661,1015.711,2.813,-20.46698,63543.95343099023,5.53125,-6.496094,4.464844,0.203125,-0.328125,-0.587891,-18.625,26.6875,-44.0625,0.130005,-0.529724,0.692871,0.47168,35.1749216,-76.8289586
14:37:50,2.745161,91,21.73205,1015.728,2.79,-20.6095,63540.469258355195,5.53125,-6.496094,4.464844,-0.720703,0.322266,-1.544922,-29.8125,7.6875,-48.625,0.290771,-0.429443,0.51593,0.681824,35.1749212,-76.8289576
14:37:51,2.725806,90,22.07148,1015.724,2.818,-20.58039,63613.69050566131,8.710938,3.777344,1.632813,0.03125,0.050781,0.085938,-36.0625,-5.6875,-42.625,0.430603,-0.457153,0.269043,0.730225,35.1749211,-76.8289578
14:37:52,2.741935,91,22.33782,1015.716,2.727,-20.51214,63671.244412991,9.59375,1.246094,0.636719,0.226563,0.048828,0.089844,-40.0625,-0.625,-33.9375,0.450317,-0.505981,0.404907,0.614197,35.174921,-76.8289571
14:37:53,2.696774,89,22.49741,1015.709,2.701,-20.45293,63705.77578442482,6.105469,9.105469,5.195313,0.306641,0.113281,0.248047,-40.0625,-0.625,-33.9375,0.450317,-0.505981,0.404907,0.614197,35.1749216,-76.8289577
14:37:54,2.796774,94,22.3364,1015.704,2.674,-20.40876,63671.18373951516,4.613281,-7.601563,2.894531,-0.046875,-0.007813,-0.269531,-25.125,28.25,-38.4375,0.16156,-0.589478,0.64502,0.458679,35.1749216,-76.8289557
14:37:55,2.754839,92,22.29386,1015.724,2.633,-20.57537,63661.608470487736,4.613281,-7.601563,2.894531,-0.542969,-0.283203,0.232422,-25.125,28.25,-38.4375,0.16156,-0.589478,0.64502,0.458679,35.1749213,-76.8289568
14:37:56,2.751613,92,22.34554,1015.707,2.572,-20.43486,63673.09189104731,2.46875,-10.66406,3.164063,-0.322266,-0.388672,0.574219,-25.125,28.25,-38.4375,0.16156,-0.589478,0.64502,0.458679,35.1749222,-76.828955
14:37:57,2.73871,91,22.24076,1015.714,3.145,-20.49207,63650.3709497531,2.46875,-10.66406,3.164063,0.671875,0.398438,0.935547,-25.125,28.25,-38.4375,0.39856,-0.370667,0.553589,0.63031,35.1749196,-76.8289546
14:37:58,2.735484,91,22.49055,1015.67,3.649,-20.13074,63705.09527835571,7.484375,1.859375,3.433594,0.554688,-5.714844,-0.890625,-25.125,28.25,-38.4375,-0.759399,0.610718,-0.224304,0.000488,35.1749174,-76.8289388
14:37:59,2.748387,92,22.17654,1015.682,3.477,-20.22609,63637.18672189798,4.917969,-11.85156,3.546875,5.525391,5.064453,-0.513672,-22.5625,38.4375,-3.875,-0.487671,-0.135437,-0.284851,0.814087,35.1749108,-76.8289281
14:38:00,2.741935,91,22.02009,1015.666,3.341,-20.0936,63603.801495436,-3.625,-2.046875,9.675781,5.039063,5.773438,0.599609,-3.5,22.6875,-37.125,-0.0495,0.153809,-0.397217,0.903381,35.1749005,-76.8289224
14:38:01,2.758065,92,21.93702,1015.665,3.084,-20.08457,63585.92183249764,-1.9375,-6.835938,13.19922,-0.152344,0.234375,-0.179688,-17.1875,22.25,-34.25,-0.149963,0.222595,-0.700012,0.661743,35.1748898,-76.8289184
14:38:02,2.796774,94,21.81712,1015.672,2.828,-20.14379,63559.94269802395,0.667969,-5.992188,4.542969,-2.367188,-0.283203,-1.78125,-17.1875,22.25,-34.25,-0.208923,0.402649,-0.771118,0.446716,35.1748775,-76.828913
