Time,Voltage(V),Battery_Status(%),Temperature(C),Pressure(Pa),GPS_Altitude(m),Arduino_Altitude(m),Calculated_Altitude(m),Accel_X(m/s^2),Accel_Y(m/s^2),Accel_Z(m/s^2),Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Quat_I,Quat_J,Quat_K,Quat_Real,Latitude,Longitude
13:41:37,2.845161,97,25.13716,1015.398,0.931,-17.87215,64281.00513167446,9.378906,0.296875,-1.007813,0.003906,0.003906,0.003906,-43.75,-21.25,4.3125,-0.743164,-0.015503,-0.668945,6.1e-05,35.1757909,-76.8283621
13:41:38,2.758065,92,25.14144,1015.466,0.95,-18.43032,64280.52375375582,9.417969,0.179688,-0.96875,-0.001953,-0.003906,-0.001953,-44.125,-20.875,3.0625,0.743408,0.007996,0.668762,0.006836,35.1757909,-76.8283621
13:41:39,2.748387,92,25.15058,1015.459,0.981,-18.37812,64282.63788430305,9.457031,0.027344,-1.046875,-0.021484,0.001953,-0.005859,-43.125,-20.5,2.25,0.74353,-0.001282,0.668518,0.014771,35.1757909,-76.8283619
13:41:40,2.722581,90,25.15058,1015.411,0.995,-17.97857,64283.62877212397,9.375,0.449219,-0.929688,-0.021484,0.007813,-0.007813,-43.4375,-21.25,3.5625,0.743469,-0.00946,0.668335,0.022949,35.1757909,-76.8283619
13:41:41,2.835484,96,25.15657,1015.423,1.018,-18.07494,64284.67188203143,9.414063,0.140625,-0.929688,0.021484,-0.005859,0.011719,-43.1875,-20.875,0.625,0.743347,-0.011353,0.668396,0.023682,35.175791,-76.8283619
13:41:42,2.832258,96,25.15371,1015.428,1.029,-18.11711,64283.952336094655,9.414063,0.21875,-1.082031,0.021484,0,0.001953,-43.5,-20.125,2.6875,0.743225,-0.014099,0.668396,0.026123,35.1757911,-76.8283618
13:41:43,2.758065,92,25.16228,1015.424,1.043,-18.08297,64285.881734906376,9.414063,0.257813,-1.007813,-0.001953,0.005859,0,-43.8125,-21.9375,2.1875,0.742981,-0.020752,0.668213,0.032227,35.1757911,-76.8283618
13:41:44,2.793548,94,25.16428,1015.404,1.046,-17.91632,64286.725631177535,9.417969,0.257813,-1.046875,-0.046875,0,-0.009766,-44.0625,-22.6875,3.5,0.742981,-0.026855,0.667725,0.037537,35.1757913,-76.8283616
13:41:47,2.832258,96,25.15914,1015.415,1.132,-18.00668,64285.39086944401,9.457031,-0.203125,-0.890625,0.003906,0,0.009766,-43.125,-21.9375,3.0625,0.742737,-0.026062,0.668091,0.035889,35.1757915,-76.8283604
13:41:48,2.787097,94,25.17113,1015.405,1.154,-17.92937,64288.18116048178,9.414063,0.105469,-1.199219,-0.023438,-0.003906,-0.011719,-44.75,-21.25,6,0.743225,-0.015442,0.668396,0.02594,35.1757915,-76.8283602
13:41:49,2.803226,94,25.18512,1015.381,1.174,-17.72758,64291.69153010606,9.414063,0.257813,-1.160156,0.019531,-0.005859,-0.003906,-44.8125,-21.625,3.0625,0.743225,-0.011475,0.668518,0.022461,35.1757916,-76.82836
13:41:50,2.806452,95,25.17626,1015.424,1.192,-18.08699,64288.89440547647,9.414063,0.296875,-0.855469,0.019531,-0.005859,-0.003906,-42.375,-21.625,4.8125,0.743103,-0.008301,0.668823,0.020447,35.1757916,-76.8283601
13:41:52,2.793548,94,25.17398,1015.377,1.25,-17.69646,64289.373428321196,9.375,0.179688,-0.929688,0.017578,-0.005859,0,-43.8125,-20.875,3.0625,0.743286,-0.016174,0.668213,0.027649,35.1757915,-76.82836
13:41:55,2.829032,96,25.19682,1015.403,1.314,-17.90628,64293.75864844974,9.417969,0.21875,-0.929688,-0.007813,-0.001953,0,-43.5,-20.5,1.8125,0.742615,-0.029541,0.667847,0.0401,35.175792,-76.8283596
13:41:56,2.803226,94,25.20196,1015.483,1.322,-18.57487,64293.21457010803,9.414063,0.105469,-0.929688,-0.007813,-0.001953,0,-43.8125,-20.875,3.4375,0.742615,-0.030701,0.667725,0.041504,35.175792,-76.8283597
13:41:57,2.835484,96,25.20024,1015.446,1.325,-18.26869,64293.60782962399,9.414063,0.179688,-0.929688,-0.023438,-0.001953,0,-43.0625,-21.625,3.9375,0.742615,-0.030334,0.667786,0.041077,35.1757921,-76.8283597
13:41:58,2.783871,93,25.19625,1015.494,1.335,-18.66221,64291.756997374454,9.375,0.371094,-0.96875,0.009766,0,0.003906,-43.5,-20.875,2.6875,0.742554,-0.030579,0.667786,0.041504,35.1757922,-76.8283596
13:42:00,2.764516,92,25.19625,1015.5,1.33,-18.71742,64291.63312643598,9.378906,0.296875,-0.96875,-0.005859,-0.003906,-0.003906,-44.125,-20.125,2.6875,0.742859,-0.027588,0.667847,0.037659,35.1757924,-76.8283595
13:42:01,2.787097,94,25.20054,1015.422,1.328,-18.06691,64294.16800621947,9.378906,0.257813,-0.890625,-0.005859,-0.001953,0.005859,-44.5,-20.5,3.0625,0.742859,-0.027222,0.667847,0.03717,35.1757925,-76.8283595
13:42:02,2.770968,93,25.20909,1015.439,1.328,-18.21047,64295.659510396974,9.453125,0.296875,-0.855469,-0.007813,0.001953,-0.001953,-44.125,-21.25,3.9375,0.742615,-0.02771,0.66803,0.038696,35.1757927,-76.8283596
13:42:03,2.812903,95,25.21823,1015.475,1.325,-18.50762,64296.885842970194,9.417969,0.179688,-0.96875,-0.011719,0.001953,-0.001953,-44.125,-21.25,3.9375,0.742615,-0.02771,0.66803,0.038757,35.1757929,-76.8283598
13:42:04,2.774194,93,25.22622,1015.486,1.338,-18.59897,64298.380524740365,9.414063,0.179688,-1.046875,-0.021484,0.001953,-0.003906,-43.8125,-20.875,3.4375,0.742676,-0.027649,0.667908,0.038757,35.1757931,-76.8283598
13:42:05,2.754839,92,25.2188,1015.492,1.345,-18.64816,64296.657675426,9.414063,0.105469,-1.046875,0.001953,0,0.001953,-42.5,-20.1875,-0.3125,0.742798,-0.02832,0.667786,0.03949,35.1757933,-76.8283598
13:42:06,2.774194,93,25.22023,1015.459,1.331,-18.37711,64297.647193801015,9.375,0.140625,-1.199219,-0.009766,-0.001953,-0.001953,-44.5,-20.5,1.8125,0.742737,-0.035034,0.667114,0.045471,35.1757936,-76.8283601
13:42:07,2.758065,92,25.21138,1015.536,1.315,-19.01556,64294.15029580663,9.417969,0.179688,-0.96875,-0.007813,-0.005859,-0.003906,-44.125,-20.5,2.1875,0.742371,-0.038208,0.667114,0.048828,35.1757939,-76.8283602
13:42:08,2.822581,95,25.21424,1015.468,1.278,-18.4524,64296.170546726484,9.417969,0.21875,-0.855469,-0.007813,-0.005859,-0.003906,-43.5,-21.25,1.8125,0.742249,-0.037842,0.667236,0.048584,35.1757941,-76.8283603
13:42:09,2.832258,96,25.21366,1015.481,1.252,-18.55881,64295.77714952502,9.417969,0.257813,-1.046875,-0.013672,0.005859,-0.005859,-44.5,-20.125,2.1875,0.742432,-0.035217,0.667358,0.046143,35.1757942,-76.8283604
13:42:10,2.812903,95,25.22394,1015.501,1.227,-18.72545,64297.57949033323,9.414063,0.257813,-1.082031,0,0.003906,0,-44.5,-19.75,2.625,0.742493,-0.034363,0.667419,0.045654,35.1757944,-76.8283606
13:42:11,2.745161,91,25.22652,1015.496,1.233,-18.6863,64298.23869907365,9.378906,0.21875,-1.046875,0.003906,-0.003906,0.003906,-44.1875,-20.875,3.0625,0.742676,-0.032776,0.667358,0.044006,35.1757946,-76.8283608
13:42:13,2.793548,94,25.22964,1015.5,1.244,-18.71541,64298.828449420915,9.417969,0.140625,-1.007813,0.037109,0,0.003906,-43.8125,-22,2.625,0.742798,-0.031067,0.66748,0.042236,35.1757951,-76.8283611
13:42:14,2.780645,93,25.23736,1015.478,1.241,-18.53071,64300.94631837469,9.414063,0.066406,-1.046875,-0.033203,0,-0.005859,-44.5,-21.625,2.1875,0.742737,-0.029846,0.667664,0.040894,35.1757952,-76.8283612
13:42:15,2.806452,95,25.2385,1015.451,1.248,-18.30785,64301.74950192928,9.457031,-0.085938,-0.929688,-0.033203,0,-0.005859,-44.5,-21.625,2.1875,0.742737,-0.029846,0.667664,0.040894,35.1757954,-76.8283612
13:42:16,2.76129,92,25.2405,1015.427,1.259,-18.10807,64302.676086346386,9.453125,0.179688,-0.929688,-0.033203,0,-0.005859,-43.125,-20.5,2.625,0.742798,-0.028381,0.667847,0.03833,35.1757957,-76.8283612
13:42:17,2.767742,93,25.25648,1015.439,1.271,-18.20846,64305.87194033902,9.453125,0.296875,-0.855469,-0.033203,0,-0.005859,-43.1875,-20.5,1.875,0.742737,-0.029114,0.667847,0.039001,35.1757959,-76.8283611
13:42:18,2.793548,94,25.24136,1015.427,1.3,-18.10807,64302.861414972576,9.453125,0.179688,-0.929688,-0.007813,0.001953,0.001953,-43.5,-20.125,1.375,0.742371,-0.034485,0.667603,0.044006,35.175796,-76.828361
13:42:19,2.845161,97,25.24421,1015.432,1.299,-18.15425,64303.37233487519,9.378906,0.21875,-0.929688,0.003906,0,0.003906,-43.875,-21.25,2.1875,0.742249,-0.036987,0.667542,0.045959,35.1757962,-76.8283611
13:42:20,2.835484,96,25.25163,1015.472,1.348,-18.48051,64304.145327342376,9.417969,0.179688,-1.007813,0.003906,0.005859,0.005859,-43.125,-21.625,3.5,0.742432,-0.035461,0.66748,0.044922,35.1757962,-76.828361
13:42:21,2.783871,93,25.24849,1015.473,1.378,-18.48854,64303.448022772354,9.378906,0.257813,-0.855469,0.003906,0,-0.001953,-43.125,-21.625,3.5,0.742432,-0.034851,0.66748,0.044922,35.1757963,-76.828361
13:42:22,2.770968,93,25.24735,1015.439,1.419,-18.20846,64303.904447505694,9.414063,0.105469,-0.929688,-0.042969,-0.003906,-0.011719,-43.0625,-21.625,4.75,0.743042,-0.023682,0.667969,0.034607,35.1757963,-76.828361
13:42:23,2.8,94,25.23964,1015.45,1.445,-18.30182,64302.01581749916,9.417969,0.066406,-1.007813,0.009766,-0.003906,0.003906,-44.4375,-21.625,4.3125,0.743103,-0.016602,0.668396,0.02832,35.1757963,-76.8283611
13:42:24,2.787097,94,25.24992,1015.455,1.46,-18.33897,64304.127874978105,9.414063,0.179688,-0.855469,0.009766,-0.005859,0.003906,-43.4375,-22,3.5,0.743225,-0.010315,0.668579,0.022888,35.1757963,-76.8283613
13:42:25,2.845161,97,25.26334,1015.448,1.502,-18.28777,64307.164393838415,9.339844,0.335938,-0.929688,-0.029297,0.007813,-0.003906,-43.4375,-22,3.5,0.743103,-0.006958,0.668823,0.020203,35.1757963,-76.8283612
13:42:26,2.832258,96,25.26247,1015.466,1.541,-18.43735,64306.605198767844,9.417969,0.335938,-1.046875,-0.019531,0.001953,-0.003906,-43.5,-20.5,3.0625,0.743225,-0.003357,0.668823,0.016968,35.1757963,-76.8283609
13:42:27,2.780645,93,25.26904,1015.505,1.582,-18.75557,64307.21563714316,9.414063,0.335938,-0.96875,-0.007813,-0.001953,-0.001953,-44.1875,-20.5,3.4375,0.743103,-0.010498,0.668701,0.023682,35.1757963,-76.8283607
13:42:28,2.825806,96,25.26277,1015.447,1.554,-18.27572,64307.06221153497,9.496094,0.449219,-1.082031,-0.007813,-0.001953,-0.001953,-44.1875,-20.5,3.4375,0.743103,-0.010498,0.668701,0.023682,35.1757964,-76.8283611
13:42:29,2.796774,94,25.27076,1015.438,1.561,-18.20143,64308.969897397095,9.417969,0.105469,-1.082031,-0.019531,-0.001953,-0.007813,-44.1875,-21.25,3.4375,0.742859,-0.021362,0.668335,0.032227,35.1757964,-76.8283613
13:42:30,2.783871,93,25.27447,1015.46,1.549,-18.38515,64309.315055564235,9.417969,0.257813,-0.929688,-0.017578,0.001953,-0.001953,-42.4375,-20.5,3.5,0.742554,-0.029053,0.667969,0.039551,35.1757964,-76.8283614
13:42:31,2.783871,93,25.27447,1015.503,1.52,-18.74151,64308.427064958945,9.417969,0.179688,-1.121094,0.013672,-0.003906,0.003906,-44.25,-20.5,0.875,0.742554,-0.031799,0.667603,0.042725,35.1757963,-76.8283616
13:42:32,2.812903,95,25.27847,1015.495,1.513,-18.67827,64309.45424391208,9.375,0.335938,-1.007813,0.013672,0,0.001953,-43.8125,-20.875,3,0.742554,-0.031982,0.667664,0.043213,35.1757963,-76.8283616
13:42:34,2.796774,94,25.28474,1015.498,1.488,-18.69735,64310.74343551559,9.414063,0.179688,-1.046875,0,0,0,-42.75,-21.25,2.625,0.742615,-0.030579,0.667725,0.04187,35.1757962,-76.8283621
13:42:35,2.787097,94,25.27676,1015.493,1.489,-18.6582,64309.12705129091,9.375,0.179688,-0.929688,0.003906,0,0.001953,-43.8125,-20.5,3.875,0.742554,-0.029846,0.667786,0.04126,35.1757962,-76.8283621
