Time,Voltage(V),Battery_Status(%),Temperature(C),Pressure(Pa),GPS_Altitude(m),Arduino_Altitude(m),Calculated_Altitude(m),Accel_X(m/s^2),Accel_Y(m/s^2),Accel_Z(m/s^2),Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Quat_I,Quat_J,Quat_K,Quat_Real,Latitude,Longitude
14:24:02,2.758065,92,25.78661,1015.551,-0.708,-19.14304,64417.796829850064,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749222,-76.8289608
14:24:03,2.741935,91,25.7829,1015.496,-0.687,-18.68128,64418.135043623115,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749221,-76.8289608
14:24:04,2.780645,93,25.64245,1015.546,-0.693,-19.09787,64386.835191058104,0,0,0,0,0,0,0,0,0,0,0,0,1,35.174922,-76.8289606
14:24:05,2.741935,91,25.53996,1015.535,-0.683,-19.00352,64364.976950515054,0,0,0,0,0,0,0,0,0,0,0,0,1,35.174922,-76.8289606
14:24:06,2.758065,92,25.49571,1015.548,-0.675,-19.11695,64355.1728344984,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749232,-76.8289602
14:24:07,2.783871,93,25.42606,1015.51,-0.658,-18.79572,64340.94904474292,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749236,-76.82896
14:24:08,2.787097,94,25.19796,1015.538,-0.647,-19.03463,64291.217119854926,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749233,-76.8289599
14:24:09,2.764516,92,24.87224,1015.522,-0.655,-18.89912,64221.357433093544,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749231,-76.82896
14:24:10,2.76129,92,24.62617,1015.521,-0.704,-18.88807,64168.35196396898,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749232,-76.8289602
14:24:11,2.735484,91,24.38694,1015.538,-0.694,-19.03363,64116.449835008905,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749233,-76.8289603
14:24:12,2.777419,93,24.18654,1015.547,-0.713,-19.1039,64073.08032674873,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749231,-76.8289603
14:24:13,2.76129,92,24.02582,1015.546,-0.7,-19.10088,64038.467321070355,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749228,-76.8289603
14:24:14,2.774194,93,23.89536,1015.563,-0.656,-19.2374,64010.005060004885,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749228,-76.8289603
