Time,Voltage(V),Battery_Status(%),Temperature(C),Pressure(Pa),GPS_Altitude(m),Arduino_Altitude(m),Calculated_Altitude(m),Accel_X(m/s^2),Accel_Y(m/s^2),Accel_Z(m/s^2),Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Quat_I,Quat_J,Quat_K,Quat_Real,Latitude,Longitude
14:58:10,1.548387,28,21.63614,1014.92,0.48,-13.89685,63536.28837968389,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749545,-76.8289826
14:58:11,1.535484,28,21.62757,1014.881,0.491,-13.57446,63535.23734428533,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749543,-76.8289824
14:58:12,1.548387,28,21.623,1014.869,0.507,-13.47202,63534.497297130016,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749538,-76.828982
14:58:13,1.545161,28,21.63557,1014.871,0.538,-13.48809,63537.16577008522,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749532,-76.8289817
14:58:14,1.541935,28,21.6447,1014.867,0.537,-13.45294,63539.21527959422,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749529,-76.8289815
14:58:15,1.545161,28,21.64527,1014.886,0.537,-13.61463,63538.95026446912,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749525,-76.8289811
14:58:16,1.548387,28,21.65441,1014.915,0.606,-13.85366,63540.32824637552,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749524,-76.8289808
14:58:17,1.541935,28,21.65812,1014.862,0.626,-13.40874,63542.20986569525,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749519,-76.8289802
14:58:18,1.529032,27,21.67125,1014.969,0.716,-14.30459,63542.85545277583,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749521,-76.82898
14:58:19,1.522581,27,21.72891,1015.225,0.651,-16.43041,63550.05673191895,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749524,-76.8289796
