Time,Voltage(V),Battery_Status(%),Temperature(C),Pressure(Pa),GPS_Altitude(m),Arduino_Altitude(m),Calculated_Altitude(m),Accel_X(m/s^2),Accel_Y(m/s^2),Accel_Z(m/s^2),Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Quat_I,Quat_J,Quat_K,Quat_Real,Latitude,Longitude
11:44:52,2.848387,97,23.96415,1016.689,15.538,-28.59359,64001.69515696847,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749449,-76.8289886
11:44:53,2.890323,99,23.87481,1016.681,15.488,-28.5284,63982.61452755306,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749447,-76.8289888
11:44:54,2.864516,98,23.82827,1016.692,15.462,-28.61866,63972.363527107584,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749446,-76.8289887
11:44:55,2.877419,98,23.86938,1016.672,15.501,-28.45017,63981.62956674996,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749444,-76.8289895
11:44:56,2.819355,95,23.72693,1016.67,15.517,-28.43613,63950.98511426003,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749443,-76.8289897
11:44:57,2.767742,93,23.73664,1016.683,15.527,-28.53943,63952.810063856894,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749443,-76.8289901
11:44:58,2.8,94,23.76575,1016.687,15.554,-28.57754,63958.99862357726,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749442,-76.8289902
11:44:59,2.812903,95,23.78545,1016.682,15.575,-28.53141,63963.344820425904,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749442,-76.82899
11:45:00,2.867742,98,23.90792,1016.67,15.637,-28.43413,63989.97261253357,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749445,-76.8289898
11:45:01,2.835484,96,24.02439,1016.68,15.77,-28.51536,64014.85634282932,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749444,-76.8289905
11:45:02,2.845161,97,23.97158,1016.634,15.853,-28.13525,64004.42494274178,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749441,-76.828991
11:45:03,2.86129,97,23.9102,1016.66,15.965,-28.35489,63990.66903347945,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749441,-76.8289913
11:45:04,2.851613,97,23.88365,1016.659,16.059,-28.34487,63984.970341093926,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749449,-76.8289913
11:45:05,2.883871,99,23.90734,1016.649,16.188,-28.25761,63990.278761144975,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749452,-76.8289918
11:45:06,2.86129,97,23.82285,1016.671,16.219,-28.44114,63971.62695401759,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749451,-76.828992
11:45:07,2.819355,95,23.72779,1016.665,16.3,-28.39301,63951.27294592205,0,0,0,0,0,0,0,0,0,0,0,0,1,35.174945,-76.8289921
11:45:08,2.880645,98,23.71095,1016.669,16.311,-28.42309,63947.56333758216,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749452,-76.8289918
11:45:09,2.829032,96,23.76232,1016.676,16.365,-28.48728,63958.485454783586,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749451,-76.8289923
11:45:10,2.86129,97,23.81943,1016.669,16.422,-28.4241,63970.931287024025,0,0,0,0,0,0,0,0,0,0,0,0,1,35.174945,-76.8289928
11:45:11,2.896774,99,23.80486,1016.703,16.46,-28.71293,63967.095037410145,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749449,-76.8289932
11:45:12,2.835484,96,23.88451,1016.697,16.51,-28.66078,63984.37560960359,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749444,-76.8289939
11:45:13,2.864516,98,23.82399,1016.678,16.445,-28.50032,63971.72887102393,0,0,0,0,0,0,0,0,0,0,0,0,1,35.1749445,-76.828994
