Time,Voltage(V),Battery_Status(%),Temperature(C),Pressure(Pa),GPS_Altitude(m),Arduino_Altitude(m),Calculated_Altitude(m),Accel_X(m/s^2),Accel_Y(m/s^2),Accel_Z(m/s^2),Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Quat_I,Quat_J,Quat_K,Quat_Real,Latitude,Longitude
15:04:44,1.525806,27,23.49798,1015.812,1.698,-21.30702,63919.26380361368,0,0,0,0.087891,-0.005859,-0.039063,0,0,0,0.289856,-0.17981,0.079773,0.936646,35.1749386,-76.8289608
15:04:45,1.5,26,23.50826,1015.807,1.699,-21.26387,63921.58145752276,0,0,0,0.087891,-0.005859,-0.039063,0,0,0,0.27948,-0.188171,0.082336,0.937927,35.1749387,-76.8289612
15:04:46,1.525806,27,23.48314,1015.805,1.608,-21.25082,63916.20983645982,0,0,0,0.087891,-0.005859,-0.039063,0,0,0,0.286377,-0.186768,0.079285,0.936401,35.1749386,-76.828962
15:04:47,1.503226,26,23.40806,1015.803,1.557,-21.23275,63900.073208065056,0,0,0,0.087891,-0.005859,-0.039063,-16.25,-1.625,-30.375,0.286377,-0.186768,0.079285,0.936401,35.1749387,-76.8289624
15:04:48,1.516129,27,23.34469,1015.807,1.559,-21.26587,63886.33668436523,4.5,4.550781,6.898438,0.042969,-0.091797,0.130859,-16.0625,0.9375,-30,0.296753,-0.226318,0.088135,0.923523,35.1749387,-76.8289625
15:04:49,1.509677,26,23.28645,1015.804,1.491,-21.23978,63873.8491053923,4.652344,4.78125,7.015625,0.005859,-0.035156,0.015625,-15.75,1.5625,-30.8125,0.289673,-0.228882,0.086182,0.925354,35.1749386,-76.828963
15:04:50,1.516129,27,23.23306,1015.794,1.63,-21.15949,63862.550058808505,4.617188,4.664063,7.253906,0.03125,-0.011719,-0.019531,-16.0625,1.3125,-29.625,0.289368,-0.227051,0.0849,0.926025,35.1749382,-76.8289627
15:04:51,1.503226,26,23.19453,1015.8,2.052,-21.21268,63854.124887142025,4.691406,5.011719,6.871094,0.015625,0.011719,0.019531,-17,-0.5,-30.125,0.293457,-0.227722,0.083496,0.924683,35.1749375,-76.8289612
15:04:52,1.522581,27,23.14457,1015.799,2.197,-21.20365,63843.380372212545,4.347656,4.894531,7.09375,0.017578,0.044922,-0.017578,-15.625,-0.1875,-29.25,0.295837,-0.232971,0.086914,0.922302,35.1749369,-76.8289609
15:04:53,1.503226,26,23.08291,1015.809,2.11,-21.28193,63829.889412316974,4.691406,5.011719,6.980469,0.017578,0.044922,-0.017578,-15.625,-0.1875,-29.25,0.295837,-0.232971,0.086914,0.922302,35.1749369,-76.8289614
